unique.bird,bird.id,date,month,day,month.day.hour,season,walk,start.time,end.time,lat,lon,order,family,species,migratory.class,trophic.guild,behavior,broad.behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat.height,photo.id,hour,time,distance,transect,transect.start.lat,transect.start.lon,transect.end.lat,transect.end.lon,notes
682flower,682,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
683flower,683,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
684flower,684,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
685flower,685,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
686flower,686,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
687flower,687,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
688flower,688,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
689flower,689,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
68fruit,68,8/16/2019,8,16,8.16.18,summer,31,18:00,20:00,34,-115,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,18,18:32,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
690flower,690,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
691flower,691,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Copulating,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
692flower,692,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78236,-115.66376,Apodiformes,Apodidae,White.throated Swift,resident,insectivore,Copulating,Territorial/mating,air,non-vegetative,other,air,na,no photo,12,12:52,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
693flower,693,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78247,-115.66373,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,cactus canopy,vegetative,cactus,cactus,na,no photo,12,12:56,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
694flower,694,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78247,-115.66373,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,cactus canopy,vegetative,cactus,cactus,na,no photo,12,12:56,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
698flower,698,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78181,-115.66359,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Walking,Active movement,gravel,non-vegetative,other,land,na,no photo,12,13:02,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
69flower,69,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.78182,-115.66302,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Flying,Active movement,rock,non-vegetative,other,land,na,44.64,14,16:07,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
69fruit,69,8/16/2019,8,16,8.16.18,summer,31,18:00,20:00,34.78089,-115.66314,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,100,no photo,18,18:55,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
6flower,6,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.78244,-115.66246,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,04-Jan,10,10:48,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
6fruit,6,8/14/2019,8,14,8.14.17,summer,27,17:30,19:30,34.77861,-115.66252,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying on plant,Active movement,cactus,vegetative,cactus,cactus,50,80,17,18:59,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
700flower,700,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78159,-115.66354,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Flying,Active movement,shrub,vegetative,shrub,shrub,na,no photo,12,13:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
702flower,702,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78125,-115.66379,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,12,13:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
703flower,703,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78125,-115.66379,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,12,13:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
704flower,704,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78125,-115.66379,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,12,13:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
705flower,705,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78125,-115.66379,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,12,13:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
706flower,706,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78125,-115.66379,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,12,13:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
707flower,707,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78138,-115.6636,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,12,13:29,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
70flower,70,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34,-115,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Singing,Territorial/mating,air,non-vegetative,other,air,na,no photo,14,16:11,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
70fruit,70,8/16/2019,8,16,8.16.18,summer,31,18:00,20:00,34.78089,-115.66314,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,100,no photo,18,18:55,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
710flower,710,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.77924,-115.66386,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,12,13:54,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
711flower,711,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.77913,-115.66386,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,361.363,12,13:54,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
713flower,713,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.77889,-115.66435,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,12,13:59,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
714flower,714,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.77889,-115.66435,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,shrub,vegetative,shrub,shrub,na,no photo,12,13:59,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
716flower,716,5/7/2019,5,7,5.7.12,spring,20,12:20,14:20,34.78259,-115.66274,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,12,14:17,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
719flower,719,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78263,-115.66255,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,9,10:00,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
71flower,71,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.78219,-115.66343,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,70.73,14,16:16,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
71fruit,71,8/17/2019,8,17,8.17.7,summer,32,7:00,9:00,34.78348,-115.66038,Cuculiformes,Cuculidae,Greater Roadrunner,resident,insectivore,Standing on ground,Inactivity,cactus,vegetative,cactus,cactus,0,no photo,7,7:00,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
721flower,721,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78281,-115.66261,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,9,10:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
724flower,724,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78231,-115.6624,Apodiformes,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,43474,9,10:19,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
726flower,726,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78172,-115.66265,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Calling,Territorial/mating,rock,non-vegetative,other,land,na,Oct-63,9,10:23,1,1,34.78299,-115.66235,34.77833,.115.66293,fledglings
727flower,727,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78172,-115.66265,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Calling,Territorial/mating,rock,non-vegetative,other,land,na,Oct-63,9,10:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
728flower,728,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78172,-115.66265,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Calling,Territorial/mating,rock,non-vegetative,other,land,na,Oct-63,9,10:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
729flower,729,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78172,-115.66265,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Calling,Territorial/mating,rock,non-vegetative,other,land,na,Oct-63,9,10:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
72flower,72,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.78219,-115.66343,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,14,16:16,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
72fruit,72,8/17/2019,8,17,8.17.7,summer,32,7:00,9:00,34.78294,-115.66327,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,cactus,vegetative,cactus,cactus,100,178-180,7,7:03,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
730flower,730,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78172,-115.66265,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Distraction display,Territorial/mating,rock,non-vegetative,other,land,na,21.63,9,10:23,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
731flower,731,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78167,-115.66257,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Singing,Territorial/mating,air,non-vegetative,other,air,na,no photo,9,10:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
733flower,733,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78117,-115.66262,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Standing on plant,Inactivity,cactus canopy,vegetative,cactus,cactus,na,64.67,9,10:51,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
735flower,735,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78127,-115.66266,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,9,10:57,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
736flower,736,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78118,-115.66254,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,68.86,9,11:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
737flower,737,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78122,-115.66255,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,9,11:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
738flower,738,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78129,-115.6627,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,92.95,9,11:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
739flower,739,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78129,-115.6627,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,92.95,9,11:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
73flower,73,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.78219,-115.66343,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,14,16:16,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
73fruit,73,8/17/2019,8,17,8.17.7,summer,32,7:00,9:00,34.78303,-115.66324,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,100,no photo,7,7:03,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
740flower,740,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78129,-115.6627,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,92.95,9,11:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
741flower,741,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78129,-115.6627,Passeriformes,Parulidae,MacGillivray's Warbler,migrant,insectivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,87.124,9,11:09,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
742flower,742,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78016,-115.66306,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Foraging,Feeding,grass,vegetative,other,land,na,no photo,9,11:31,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
743flower,743,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.78002,-115.66926,Apodiformes,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,Foraging,Feeding,air,non-vegetative,other,air,na,no photo,9,11:36,1,1,34.78299,-115.66235,34.77833,.115.66293,flag foraging
746flower,746,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.7792,-115.6631,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,9,11:44,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
747flower,747,5/8/2019,5,8,5.8.9,spring,21,9:55,11:55,34.7792,-115.6631,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,9,11:44,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
749flower,749,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.77831,-115.66405,Passeriformes,Icteridae,Hooded Oriole,summer resident,omnivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,11,12:03,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
74flower,74,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.78221,-115.66338,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,14,16:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
74fruit,74,8/17/2019,8,17,8.17.7,summer,32,7:00,9:00,34.78303,-115.66324,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,100,no photo,7,7:03,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
751flower,751,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.77924,-115.66422,Apodiformes,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,Flying,Active movement,shrub,vegetative,shrub,shrub,na,no photo,11,12:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
752flower,752,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.77941,-115.66437,Passeriformes,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,11,12:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
753flower,753,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.77994,-115.66423,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,125.126,11,12:16,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
754flower,754,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.77994,-115.66423,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,125.126,11,12:16,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
755flower,755,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.77971,-115.6637,Passeriformes,Remezidae,Verdin,resident,insectivore,Preening,Cleaning,shrub,vegetative,shrub,shrub,na,127,11,12:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
756flower,756,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.77975,-115.66363,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,na,no photo,11,12:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
757flower,757,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.77975,-115.66363,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,na,no photo,11,12:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
758flower,758,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.77975,-115.66363,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,na,no photo,11,12:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
759flower,759,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.77975,-115.66363,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,na,no photo,11,12:18,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
75flower,75,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.78255,-115.66326,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,no photo,14,16:23,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
75fruit,75,8/17/2019,8,17,8.17.7,summer,32,7:00,9:00,34.78282,-115.66328,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,100,no photo,7,7:03,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
761flower,761,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.78041,-115.66382,Apodiformes,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,128.129,11,12:29,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
762flower,762,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.78064,-115.66328,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,130.14,11,12:30,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
763flower,763,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.7812,-115.66362,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Preening,Cleaning,shrub,vegetative,shrub,shrub,na,141.144,11,12:40,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
764flower,764,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.7812,-115.66362,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,na,no photo,11,12:40,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
765flower,765,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.7812,-115.66362,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,na,no photo,11,12:40,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
766flower,766,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.78118,-115.66377,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,11,12:40,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
767flower,767,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.78116,-115.66351,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,145.147,11,12:41,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
768flower,768,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.78116,-115.66351,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,145.147,11,12:41,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
769flower,769,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.78196,-115.66355,Apodiformes,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,Flying,Active movement,air,non-vegetative,other,air,na,150.159,11,13:05,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
76flower,76,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.78256,-115.66327,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on ground,Inactivity,gravel,non-vegetative,other,land,na,no photo,14,16:22,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
76fruit,76,8/17/2019,8,17,8.17.7,summer,32,7:00,9:00,34.78088,-115.66379,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,cactus,vegetative,cactus,cactus,100,196,7,7:43,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
770flower,770,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.78263,-115.66312,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Walking,Active movement,wash,non-vegetative,other,land,na,no photo,11,13:27,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
772flower,772,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.78197,-115.66369,Piciformes,Picidae,Nuttall's/Ladderback Woodpecker Hybrid,resident,frugivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,167.183,11,13:53,2,2,34.78303,-115.66309,34.77863,-115.66402,pik call
773flower,773,5/8/2019,5,8,5.8.11,spring,22,11:55,1:55,34.78234,-115.66367,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,184.198,11,13:54,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
775.2flower,775.2,5/9/2019,5,9,5.9.12,spring,23,12:00,14:00,34,-115,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Calling,Territorial/mating,rock,non-vegetative,other,land,na,no photo,12,12:15,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
775flower,775,5/9/2019,5,9,5.9.12,spring,23,12:00,14:00,34.78289,-115.66273,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Flying on plant,Active movement,cactus canopy,vegetative,cactus,cactus,na,no photo,12,12:11,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
776flower,776,5/9/2019,5,9,5.9.12,spring,23,12:00,14:00,34.78288,-115.66272,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Foraging,Feeding,cactus canopy,vegetative,cactus,cactus,na,no photo,12,12:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
