,X,Hour.of.Day.Ending.at.LST,Hour,Total.Solar.Rad..ly,X.Wind.Ave.mph,X.Wind.V.Dir.Deg,X.Wind.Max.mph,Air.Temperature.Mean.Deg.F,Soil.Temperature.Mean.Deg.F,Relative.Humidity.Mean.Perent,X.Dew.Point.Deg.F,X.Wet.Bulb.Deg.F,X.Baro.Press.in.Hg,X.Total.Preip.inhes,day,month,year,month.day.hour
2194,14,10:00 AM,10,69.4,3.7,162,9.3,86.8,90.7,23,44,60,25.84,0,1,8,19,8.1.10
2195,15,11:00 AM,11,78,3.9,185,12.1,88,90.5,22,45,61,25.84,0,1,8,19,8.1.11
2196,16,12:00 PM,12,82.2,3.9,178,13.1,89.3,90.5,20,43,61,25.83,0,1,8,19,8.1.12
2197,17,1:00 PM,13,81.2,3.8,215,12.6,91,90.9,18,42,61,25.81,0,1,8,19,8.1.13
2198,18,2:00 PM,14,76.6,5.5,182,14.4,91.6,91.8,16,39,60,25.79,0,1,8,19,8.1.14
2199,19,3:00 PM,15,66.8,5,217,14.6,92.4,92.9,14,36,59,25.78,0,1,8,19,8.1.15
2200,20,4:00 PM,16,52.4,5.6,232,13.5,92.9,94.1,12,33,59,25.76,0,1,8,19,8.1.16
2201,21,5:00 PM,17,35.2,4.8,194,12.6,92.5,95.3,12,33,58,25.75,0,1,8,19,8.1.17
2202,22,6:00 PM,18,14.1,2.8,206,9.5,91.2,96.5,14,35,58,25.75,0,1,8,19,8.1.18
2203,23,7:00 PM,19,0.8,1.9,226,8,86.8,97.3,18,38,58,25.75,0,1,8,19,8.1.19
2204,24,8:00 PM,20,0,2.3,260,7.2,84.3,97.9,20,39,58,25.76,0,1,8,19,8.1.20
2205,25,9:00 PM,21,0,2,287,3.7,81.5,98.1,23,40,57,25.77,0,1,8,19,8.1.21
2206,26,10:00 PM,22,0,3.1,292,13.5,81.4,98.1,22,38,56,25.78,0,1,8,19,8.1.22
2207,27,11:00 PM,23,0,12,326,20.4,82.4,97.7,14,28,53,25.78,0,1,8,19,8.1.23
2208,28,12:00 AM,0,0,15.4,314,26.3,80.2,97.2,14,27,53,25.77,0,1,8,19,8.1.0
2209,51,1:00 AM,1,0,14.8,316,25.7,79.5,96.7,14,26,52,25.76,0,2,8,19,8.2.1
2210,61,2:00 AM,2,0,16.4,310,25.5,78.7,96.1,14,26,52,25.76,0,2,8,19,8.2.2
2211,71,3:00 AM,3,0,15.3,309,23.4,78.2,95.4,15,26,51,25.76,0,2,8,19,8.2.3
2212,81,4:00 AM,4,0,13.9,311,23.1,78.1,94.8,15,26,51,25.76,0,2,8,19,8.2.4
2213,91,5:00 AM,5,0.1,12.8,312,20.2,78.1,94.2,15,26,51,25.77,0,2,8,19,8.2.5
2214,101,6:00 AM,6,4.5,9.4,310,15.4,79.1,93.5,15,27,52,25.78,0,2,8,19,8.2.6
2215,111,7:00 AM,7,20.9,8.4,309,14.8,82.4,92.9,14,28,54,25.8,0,2,8,19,8.2.7
2216,121,8:00 AM,8,40.1,6.4,310,12.6,86.5,92.2,13,30,56,25.8,0,2,8,19,8.2.8
2217,131,9:00 AM,9,56.7,4.1,303,11.5,89.3,91.8,13,32,57,25.81,0,2,8,19,8.2.9
2218,141,10:00 AM,10,70,4.1,194,11.1,90.8,91.4,13,33,58,25.81,0,2,8,19,8.2.10
2219,151,11:00 AM,11,76.8,4.5,174,15.3,91.9,91.2,14,35,59,25.81,0,2,8,19,8.2.11
2220,161,12:00 PM,12,80.6,4.2,141,13.4,92.8,91.2,14,37,60,25.81,0,2,8,19,8.2.12
2221,171,1:00 PM,13,83.5,4.4,208,16.7,93,91.7,14,37,60,25.8,0,2,8,19,8.2.13
2222,181,2:00 PM,14,77.2,4.8,207,17,93.7,92.5,14,38,60,25.79,0,2,8,19,8.2.14
2223,191,3:00 PM,15,60.8,5.4,183,18.1,93.6,93.6,14,38,60,25.77,0,2,8,19,8.2.15
2224,201,4:00 PM,16,52.9,5.2,232,13.2,94.4,94.8,13,37,60,25.75,0,2,8,19,8.2.16
2225,211,5:00 PM,17,31,4,231,12.9,93.7,96,12,34,59,25.73,0,2,8,19,8.2.17
2226,221,6:00 PM,18,11.8,3.1,240,8.5,92.3,97.1,13,34,59,25.73,0,2,8,19,8.2.18
2227,231,7:00 PM,19,0.6,2.8,243,7.6,88.3,98,14,33,57,25.73,0,2,8,19,8.2.19
2228,241,8:00 PM,20,0,2.3,278,6.9,85,98.5,16,33,56,25.75,0,2,8,19,8.2.20
2229,251,9:00 PM,21,0,5.5,292,10,84.7,98.7,15,32,56,25.76,0,2,8,19,8.2.21
2230,261,10:00 PM,22,0,9.5,324,17.9,85.6,98.6,13,29,55,25.76,0,2,8,19,8.2.22
2231,271,11:00 PM,23,0,13.5,310,21.7,84.5,98.2,11,25,53,25.76,0,2,8,19,8.2.23
2232,281,12:00 AM,0,0,12.3,312,20,83.7,97.8,12,26,53,25.76,0,2,8,19,8.2.0
2233,52,1:00 AM,1,0,10.2,310,16.9,83.1,97.2,13,26,53,25.75,0,3,8,19,8.3.1
2234,62,2:00 AM,2,0,8.6,311,13.9,82.9,96.6,13,27,53,25.74,0,3,8,19,8.3.2
2235,72,3:00 AM,3,0,5.9,290,8.8,81.3,96,13,27,53,25.74,0,3,8,19,8.3.3
2236,82,4:00 AM,4,0,4.5,268,9.4,80.7,95.4,15,28,53,25.74,0,3,8,19,8.3.4
2237,92,5:00 AM,5,0.1,1.8,282,4.7,78,94.8,19,33,53,25.74,0,3,8,19,8.3.5
2238,102,6:00 AM,6,3.8,3.8,277,5.1,76.5,94.3,20,32,53,25.76,0,3,8,19,8.3.6
2239,112,7:00 AM,7,21.8,0.6,318,4,87.4,93.5,14,32,56,25.76,0,3,8,19,8.3.7
2240,122,8:00 AM,8,40.3,1.3,165,6.5,92.3,92.9,11,30,57,25.77,0,3,8,19,8.3.8
2241,132,9:00 AM,9,54,2.9,173,8,92.3,92.3,11,30,58,25.77,0,3,8,19,8.3.9
2242,142,10:00 AM,10,66,3.3,178,11.5,92.5,91.9,11,30,58,25.78,0,3,8,19,8.3.10
2243,152,11:00 AM,11,76.5,4.7,165,12.8,93.2,91.7,12,33,59,25.78,0,3,8,19,8.3.11
2244,162,12:00 PM,12,82.7,4.4,183,12.6,94.1,91.8,12,34,59,25.77,0,3,8,19,8.3.12
2245,172,1:00 PM,13,77.7,5.3,191,15.9,94.1,92.2,12,34,59,25.76,0,3,8,19,8.3.13
2246,182,2:00 PM,14,79.1,6.2,234,16.7,95.5,93,12,35,60,25.75,0,3,8,19,8.3.14
2247,192,3:00 PM,15,66,6.5,215,18.1,95,94.1,12,34,60,25.73,0,3,8,19,8.3.15
2248,202,4:00 PM,16,51.4,4.6,212,15.5,95.4,95.3,11,34,60,25.72,0,3,8,19,8.3.16
2249,212,5:00 PM,17,31.7,4.5,236,14.7,95.4,96.5,12,34,60,25.71,0,3,8,19,8.3.17
2250,222,6:00 PM,18,10.2,3.6,255,9.9,93,97.6,13,35,59,25.7,0,3,8,19,8.3.18
2251,232,7:00 PM,19,0.8,1.3,84,5.3,89,98.5,14,34,58,25.71,0,3,8,19,8.3.19
2252,242,8:00 PM,20,0,1.5,353,7.5,84.8,99,16,34,56,25.73,0,3,8,19,8.3.20
2253,252,9:00 PM,21,0,4.8,298,14.9,86.9,99.2,14,32,56,25.74,0,3,8,19,8.3.21
2254,262,10:00 PM,22,0,12,319,20.5,87.7,99.1,11,25,55,25.74,0,3,8,19,8.3.22
2255,272,11:00 PM,23,0,12,313,19.9,86.2,98.8,9,20,53,25.74,0,3,8,19,8.3.23
2256,282,12:00 AM,0,0,9.7,305,15.8,85,98.3,9,20,53,25.74,0,3,8,19,8.3.0
2257,53,1:00 AM,1,0,11.3,309,17.3,84.7,97.8,9,20,53,25.73,0,4,8,19,8.4.1
2258,63,2:00 AM,2,0,9.2,290,16,83.7,97.2,10,21,52,25.73,0,4,8,19,8.4.2
2259,73,3:00 AM,3,0,7.1,279,11.3,81.6,96.6,11,22,52,25.74,0,4,8,19,8.4.3
2260,83,4:00 AM,4,0,5.5,273,9.3,81.1,96.1,11,21,51,25.74,0,4,8,19,8.4.4
2261,93,5:00 AM,5,0,4.9,274,6.7,78.1,95.5,12,22,50,25.75,0,4,8,19,8.4.5
2262,103,6:00 AM,6,4,2.1,272,5.3,78.6,94.9,14,25,51,25.76,0,4,8,19,8.4.6
2263,113,7:00 AM,7,21.6,1.8,247,8.8,88.8,94.2,11,27,56,25.77,0,4,8,19,8.4.7
2264,123,8:00 AM,8,39.7,4.2,112,9.5,89.4,93.5,10,25,55,25.78,0,4,8,19,8.4.8
2265,133,9:00 AM,9,56.1,2.8,132,13.5,91.7,93,10,28,57,25.79,0,4,8,19,8.4.9
2266,143,10:00 AM,10,69,5.2,127,14.8,91.9,92.6,11,30,57,25.8,0,4,8,19,8.4.10
2267,153,11:00 AM,11,77.6,6,166,19.1,92.7,92.4,12,32,58,25.8,0,4,8,19,8.4.11
2268,163,12:00 PM,12,68,4.6,202,14.2,93.1,92.4,13,35,59,25.8,0,4,8,19,8.4.12
2269,173,1:00 PM,13,71.6,4.6,204,12.7,93.6,92.8,14,37,60,25.79,0,4,8,19,8.4.13
2270,183,2:00 PM,14,68,4.1,214,19,94.7,93.6,13,37,60,25.78,0,4,8,19,8.4.14
2271,193,3:00 PM,15,65.6,5.4,181,20,95.7,94.5,13,36,61,25.76,0,4,8,19,8.4.15
2272,203,4:00 PM,16,50.9,4.3,170,16.5,95.9,95.5,13,36,61,25.74,0,4,8,19,8.4.16
2273,213,5:00 PM,17,33.8,4.9,95,13.8,95.7,96.6,13,37,61,25.73,0,4,8,19,8.4.17
2274,223,6:00 PM,18,12.5,2.9,196,8.8,94.3,97.7,14,38,61,25.72,0,4,8,19,8.4.18
2275,233,7:00 PM,19,0.7,3,97,8.6,89.6,98.5,16,38,59,25.72,0,4,8,19,8.4.19
2276,243,8:00 PM,20,0,2.6,111,5.5,87,99,18,38,58,25.73,0,4,8,19,8.4.20
2277,253,9:00 PM,21,0,7.6,275,15.4,87.6,99.2,14,32,57,25.75,0,4,8,19,8.4.21
2278,263,10:00 PM,22,0,6.9,302,17.3,86,99.2,13,30,55,25.76,0,4,8,19,8.4.22
2279,273,11:00 PM,23,0,12.3,314,17.9,85.9,98.8,12,28,55,25.76,0,4,8,19,8.4.23
2280,283,12:00 AM,0,0,10.9,311,17.2,85,98.4,12,27,54,25.76,0,4,8,19,8.4.0
2281,54,1:00 AM,1,0,10.5,307,15.4,84.8,97.9,12,26,54,25.75,0,5,8,19,8.5.1
2282,64,2:00 AM,2,0,9.2,308,14.7,84.2,97.3,11,25,53,25.75,0,5,8,19,8.5.2
2283,74,3:00 AM,3,0,6.7,301,10.4,82.8,96.7,12,24,53,25.75,0,5,8,19,8.5.3
2284,84,4:00 AM,4,0,7,276,10.7,81.8,96.1,12,24,52,25.75,0,5,8,19,8.5.4
2285,94,5:00 AM,5,0.1,4.6,268,9.7,81.6,95.5,12,25,52,25.75,0,5,8,19,8.5.5
2286,104,6:00 AM,6,4.5,2.7,277,4.7,78.7,94.9,14,26,52,25.76,0,5,8,19,8.5.6
2287,114,7:00 AM,7,20,0.4,248,3.3,88,94.2,12,29,56,25.78,0,5,8,19,8.5.7
2288,124,8:00 AM,8,39.1,2.1,215,9.9,92.8,93.5,10,29,58,25.79,0,5,8,19,8.5.8
2289,134,9:00 AM,9,55.9,4.3,209,10.2,93.1,93,11,31,58,25.8,0,5,8,19,8.5.9
2290,144,10:00 AM,10,69.8,5.1,224,14.1,94,92.6,12,33,59,25.81,0,5,8,19,8.5.10
2291,154,11:00 AM,11,78.9,5.2,230,14.1,95.4,92.4,11,31,59,25.8,0,5,8,19,8.5.11
2292,164,12:00 PM,12,83.2,5,222,19.4,96.3,92.4,10,31,59,25.79,0,5,8,19,8.5.12
2293,174,1:00 PM,13,81.9,5.2,220,18,96.9,92.8,10,31,59,25.78,0,5,8,19,8.5.13
2294,184,2:00 PM,14,76.6,5.5,221,24.6,98.4,93.6,10,31,60,25.76,0,5,8,19,8.5.14
2295,194,3:00 PM,15,66.2,6.5,260,17.8,98.4,94.7,9,31,60,25.74,0,5,8,19,8.5.15
2296,204,4:00 PM,16,49.9,5.6,250,17.4,98.3,96,9,29,59,25.73,0,5,8,19,8.5.16
2297,214,5:00 PM,17,34.6,5.9,274,16.9,98.1,97.2,9,29,59,25.71,0,5,8,19,8.5.17
2298,224,6:00 PM,18,9.9,3.7,287,12.6,95.4,98.4,9,29,58,25.71,0,5,8,19,8.5.18
2299,234,7:00 PM,19,1.4,4.4,278,13.2,92.4,99.2,10,28,57,25.72,0,5,8,19,8.5.19
2300,244,8:00 PM,20,0,7.6,306,16.5,91.5,99.8,10,27,57,25.72,0,5,8,19,8.5.20
2301,254,9:00 PM,21,0,5.8,326,23.8,91.3,100,10,27,56,25.74,0,5,8,19,8.5.21
2302,264,10:00 PM,22,0,16.2,312,26.3,89,99.9,10,26,56,25.74,0,5,8,19,8.5.22
2303,274,11:00 PM,23,0,12.6,324,24.9,87.1,99.7,12,28,55,25.75,0,5,8,19,8.5.23
2304,284,12:00 AM,0,0,14.4,318,21.6,86.1,99.3,12,28,55,25.74,0,5,8,19,8.5.0
2305,55,1:00 AM,1,0,15.5,316,22.7,85.4,98.8,12,28,55,25.73,0,6,8,19,8.6.1
2306,65,2:00 AM,2,0,17.2,317,26.2,85.2,98.2,13,28,54,25.72,0,6,8,19,8.6.2
2307,75,3:00 AM,3,0,14.7,320,22.4,85.1,97.7,13,28,55,25.72,0,6,8,19,8.6.3
2308,85,4:00 AM,4,0,14.3,313,20,85.2,97.1,13,29,55,25.72,0,6,8,19,8.6.4
2309,95,5:00 AM,5,0,13.1,317,18.4,85.7,96.5,13,30,55,25.72,0,6,8,19,8.6.5
2310,105,6:00 AM,6,1.2,11.2,315,16.6,85.9,96,13,30,55,25.74,0,6,8,19,8.6.6
2311,115,7:00 AM,7,4.3,3.8,257,14.2,85.8,95.5,13,30,55,25.76,0,6,8,19,8.6.7
2312,125,8:00 AM,8,8.4,3.3,67,11.1,85.7,95,14,31,56,25.78,0,6,8,19,8.6.8
2313,135,9:00 AM,9,23.3,3.5,284,13.2,87,94.6,14,32,56,25.79,0,6,8,19,8.6.9
2314,145,10:00 AM,10,30.5,8.4,274,21.4,88.2,94.2,14,33,57,25.8,0,6,8,19,8.6.10
2315,155,11:00 AM,11,33.2,10.7,272,23.8,86.8,93.9,15,34,57,25.8,0,6,8,19,8.6.11
2316,165,12:00 PM,12,15.1,14.6,280,25.5,84.4,93.8,21,40,58,25.79,0,6,8,19,8.6.12
2317,175,1:00 PM,13,20.6,11.6,278,25.1,83.8,93.8,24,43,59,25.79,0,6,8,19,8.6.13
2318,185,2:00 PM,14,17.4,6.3,277,16.2,84.5,93.8,23,43,59,25.79,0,6,8,19,8.6.14
2319,195,3:00 PM,15,34.9,2.7,304,10.4,88.1,93.8,19,40,59,25.76,0,6,8,19,8.6.15
2320,205,4:00 PM,16,41,3,204,11,90.5,93.7,16,39,60,25.74,0,6,8,19,8.6.16
2321,215,5:00 PM,17,37,4.2,222,13.7,91.2,93.8,17,41,60,25.73,0,6,8,19,8.6.17
2322,225,6:00 PM,18,8.6,3.3,215,13.9,87.9,93.9,19,41,60,25.73,0,6,8,19,8.6.18
2323,235,7:00 PM,19,1.4,2.3,103,5.3,84.9,94.2,21,41,58,25.74,0,6,8,19,8.6.19
2324,245,8:00 PM,20,0,1.5,270,5,82,94.5,23,41,57,25.75,0,6,8,19,8.6.20
2325,255,9:00 PM,21,0,1.9,280,3.4,80.6,94.5,25,41,57,25.76,0,6,8,19,8.6.21
2326,265,10:00 PM,22,0,1.7,275,3.9,80.6,94.5,25,42,57,25.76,0,6,8,19,8.6.22
2327,275,11:00 PM,23,0,1.8,250,4.8,79.1,94.2,27,42,57,25.76,0,6,8,19,8.6.23
2328,285,12:00 AM,0,0,2.1,272,5.2,78.3,93.8,29,43,57,25.75,0,6,8,19,8.6.0
2329,56,1:00 AM,1,0,2.4,291,5.8,78.7,93.4,30,44,58,25.74,0,7,8,19,8.7.1
2330,66,2:00 AM,2,0,4.3,289,9.6,79.9,92.9,29,45,58,25.73,0,7,8,19,8.7.2
2331,76,3:00 AM,3,0,1.2,58,5.6,78.3,92.5,31,45,58,25.73,0,7,8,19,8.7.3
2332,86,4:00 AM,4,0,1.7,2,10.4,77.3,92,31,44,57,25.74,0,7,8,19,8.7.4
2333,96,5:00 AM,5,0,1.6,75,7.3,78.5,91.5,29,44,57,25.74,0,7,8,19,8.7.5
2334,106,6:00 AM,6,3.2,0.8,81,2.7,77.5,91,32,46,58,25.75,0,7,8,19,8.7.6
2335,116,7:00 AM,7,19.6,0.6,4,3.6,83.7,90.3,28,47,61,25.76,0,7,8,19,8.7.7
2336,126,8:00 AM,8,39.1,2.9,128,7.8,85.7,89.8,26,47,61,25.77,0,7,8,19,8.7.8
2337,136,9:00 AM,9,51.4,4,150,12,87.1,89.4,24,46,61,25.77,0,7,8,19,8.7.9
2338,146,10:00 AM,10,65.4,4.1,139,13.4,88.3,89.1,24,47,62,25.77,0,7,8,19,8.7.10
2339,156,11:00 AM,11,69.8,3.6,170,14.4,89.5,89,22,46,62,25.77,0,7,8,19,8.7.11
2340,166,12:00 PM,12,73.6,5.1,213,14.5,90.3,89.2,22,47,63,25.76,0,7,8,19,8.7.12
2341,176,1:00 PM,13,35.6,4.8,211,14.3,88.4,89.7,26,49,63,25.74,0,7,8,19,8.7.13
2342,186,2:00 PM,14,6.2,7.2,225,18.3,85.1,90.6,29,49,62,25.74,0,7,8,19,8.7.14
2343,196,3:00 PM,15,28.8,5,227,19.1,84.1,91.5,34,53,63,25.73,0,7,8,19,8.7.15
2344,206,4:00 PM,16,28.4,3.7,148,10.5,86.4,92.2,30,51,63,25.72,0,7,8,19,8.7.16
2345,216,5:00 PM,17,17.7,8.5,116,21.1,83.7,92.8,32,50,62,25.72,0,7,8,19,8.7.17
2346,226,6:00 PM,18,8.4,11.8,121,22.1,78.6,93.2,40,52,61,25.72,0,7,8,19,8.7.18
2347,236,7:00 PM,19,1.2,10.4,100,22.8,77.3,93.5,38,50,60,25.72,0,7,8,19,8.7.19
2348,246,8:00 PM,20,0,8.6,86,18.3,77.1,93.7,37,49,59,25.73,0,7,8,19,8.7.20
2349,256,9:00 PM,21,0,9,71,18.7,75.2,93.7,41,50,59,25.75,0,7,8,19,8.7.21
2350,266,10:00 PM,22,0,7.3,59,14.3,75.6,93.5,37,47,58,25.75,0,7,8,19,8.7.22
2351,276,11:00 PM,23,0,2.6,56,8.3,74.3,93.2,39,48,58,25.75,0,7,8,19,8.7.23
2352,286,12:00 AM,0,0,1.2,279,3.8,72,92.8,45,50,58,25.74,0,7,8,19,8.7.0
2353,57,1:00 AM,1,0,2.4,278,5,73.1,92.3,49,53,60,25.73,0,8,8,19,8.8.1
2354,67,2:00 AM,2,0,1.9,238,7.4,74.3,91.8,50,54,61,25.72,0,8,8,19,8.8.2
2355,77,3:00 AM,3,0,1.1,242,4.1,70.6,91.3,56,54,60,25.72,0,8,8,19,8.8.3
2356,87,4:00 AM,4,0,1.1,283,2.7,69.1,90.8,59,54,59,25.72,0,8,8,19,8.8.4
2357,97,5:00 AM,5,0.1,0.8,290,4.7,68,90.3,60,54,59,25.72,0,8,8,19,8.8.5
2358,107,6:00 AM,6,4.7,1.2,140,4.4,72.2,89.7,46,50,58,25.73,0,8,8,19,8.8.6
2359,117,7:00 AM,7,20.9,0.9,83,3.3,81.1,89,34,50,61,25.75,0,8,8,19,8.8.7
2360,127,8:00 AM,8,38.8,2.8,127,7.7,82.4,88.5,35,52,62,25.76,0,8,8,19,8.8.8
2361,137,9:00 AM,9,54.9,3.3,146,8.8,84,88.1,33,52,63,25.76,0,8,8,19,8.8.9
2362,147,10:00 AM,10,68,3.4,171,11.5,85.5,87.7,31,51,63,25.76,0,8,8,19,8.8.10
2363,157,11:00 AM,11,76.8,4,175,12.6,86.6,87.6,29,50,63,25.76,0,8,8,19,8.8.11
2364,167,12:00 PM,12,80.6,5.3,152,15.6,87.3,87.7,27,49,63,25.75,0,8,8,19,8.8.12
2365,177,1:00 PM,13,79.8,4.5,175,14.8,88,88.2,26,48,63,25.74,0,8,8,19,8.8.13
2366,187,2:00 PM,14,75.8,4.7,210,16,89.5,89.2,25,49,63,25.72,0,8,8,19,8.8.14
2367,197,3:00 PM,15,57.3,5,203,18.1,89.6,90.4,24,48,63,25.7,0,8,8,19,8.8.15
2368,207,4:00 PM,16,43.2,4.8,156,18.1,89.5,91.6,22,46,62,25.68,0,8,8,19,8.8.16
2369,217,5:00 PM,17,24.4,4.7,203,13.8,89.1,92.9,21,44,61,25.67,0,8,8,19,8.8.17
2370,227,6:00 PM,18,10.2,3.8,219,16.7,87.9,94.1,21,43,60,25.65,0,8,8,19,8.8.18
2371,237,7:00 PM,19,0.9,3.2,232,13.9,85.8,94.9,19,39,58,25.66,0,8,8,19,8.8.19
2372,247,8:00 PM,20,0,7.9,276,18.3,84.3,95.5,12,26,54,25.68,0,8,8,19,8.8.20
2373,257,9:00 PM,21,0,7.9,282,14,82.2,95.7,15,30,54,25.7,0,8,8,19,8.8.21
2374,267,10:00 PM,22,0,11.7,317,25.2,80.1,95.6,16,30,53,25.71,0,8,8,19,8.8.22
2375,277,11:00 PM,23,0,14.2,313,23.6,78.5,95.3,17,30,53,25.7,0,8,8,19,8.8.23
2376,287,12:00 AM,0,0,11.8,319,25.7,78.1,94.9,18,31,53,25.69,0,8,8,19,8.8.0
2377,58,1:00 AM,1,0,10.9,323,23.5,77,94.4,18,31,52,25.68,0,9,8,19,8.9.1
2378,68,2:00 AM,2,0,10,316,21.3,76.9,93.8,18,30,52,25.68,0,9,8,19,8.9.2
2379,78,3:00 AM,3,0,5.7,277,15.9,77.2,93.2,15,27,51,25.67,0,9,8,19,8.9.3
2380,88,4:00 AM,4,0,2.9,263,8.2,74.2,92.7,18,28,50,25.67,0,9,8,19,8.9.4
2381,98,5:00 AM,5,0,7.8,307,15.5,74,92,20,30,51,25.68,0,9,8,19,8.9.5
2382,108,6:00 AM,6,4.2,7.5,302,14.3,74.5,91.4,20,30,51,25.69,0,9,8,19,8.9.6
2383,118,7:00 AM,7,22.7,3.6,305,8.8,79.8,90.7,16,30,53,25.71,0,9,8,19,8.9.7
2384,128,8:00 AM,8,41.2,2.5,147,7.7,82.6,90.1,14,29,54,25.73,0,9,8,19,8.9.8
2385,138,9:00 AM,9,57.6,4.8,184,13.3,83.5,89.6,14,29,54,25.73,0,9,8,19,8.9.9
2386,148,10:00 AM,10,71.6,5,120,12.6,84.7,89.2,12,27,54,25.74,0,9,8,19,8.9.10
2387,158,11:00 AM,11,80.9,3.6,169,12.6,86.7,88.9,10,24,54,25.73,0,9,8,19,8.9.11
2388,168,12:00 PM,12,85.1,5.7,220,17,87,88.9,9,21,54,25.72,0,9,8,19,8.9.12
2389,178,1:00 PM,13,83.7,6.4,229,17,87,89.3,9,22,54,25.72,0,9,8,19,8.9.13
2390,188,2:00 PM,14,78.1,4.9,174,17,87.9,90.1,10,23,54,25.71,0,9,8,19,8.9.14
2391,198,3:00 PM,15,67,7.1,131,20.2,88.5,91.2,9,23,55,25.69,0,9,8,19,8.9.15
2392,208,4:00 PM,16,52.1,6.1,139,27.1,88.7,92.4,9,23,55,25.68,0,9,8,19,8.9.16
2393,218,5:00 PM,17,34.8,6.9,130,20.1,88.9,93.7,7,17,54,25.66,0,9,8,19,8.9.17
2394,228,6:00 PM,18,12.1,4.7,165,17.5,86.9,94.8,8,17,53,25.66,0,9,8,19,8.9.18
2395,238,7:00 PM,19,0.7,3.2,116,10.2,82.4,95.7,10,19,51,25.66,0,9,8,19,8.9.19
2396,248,8:00 PM,20,0,3.3,252,11.8,80.8,96.2,10,19,51,25.67,0,9,8,19,8.9.20
2397,258,9:00 PM,21,0,1.8,279,6.2,78.3,96.4,11,20,50,25.68,0,9,8,19,8.9.21
2398,268,10:00 PM,22,0,0.9,90,3.5,75.4,96.3,13,22,49,25.69,0,9,8,19,8.9.22
2399,278,11:00 PM,23,0,4.6,305,9,74.3,95.8,14,22,49,25.68,0,9,8,19,8.9.23
2400,288,12:00 AM,0,0,7.7,290,11.5,73.3,95.3,16,24,49,25.68,0,9,8,19,8.9.0
2401,59,1:00 AM,1,0,6.3,277,9.6,72.7,94.6,17,26,49,25.68,0,10,8,19,8.10.1
2402,69,2:00 AM,2,0,4.9,268,8,72,94,17,25,49,25.68,0,10,8,19,8.10.2
2403,79,3:00 AM,3,0,5,283,8.5,72.9,93.2,15,22,48,25.67,0,10,8,19,8.10.3
2404,89,4:00 AM,4,0,4.3,285,9.7,72.9,92.5,19,28,50,25.67,0,10,8,19,8.10.4
2405,99,5:00 AM,5,0,6.8,280,12.3,73.4,91.8,30,40,54,25.68,0,10,8,19,8.10.5
2406,109,6:00 AM,6,4.1,5.2,280,16,74.5,91,32,42,55,25.69,0,10,8,19,8.10.6
2407,119,7:00 AM,7,22.3,5.1,274,12.3,78.5,90.2,28,43,57,25.7,0,10,8,19,8.10.7
2408,129,8:00 AM,8,40.6,4.3,223,11,80.8,89.6,21,38,56,25.7,0,10,8,19,8.10.8
2409,139,9:00 AM,9,57.5,4.2,201,13.4,81.5,89,16,31,54,25.71,0,10,8,19,8.10.9
2410,149,10:00 AM,10,71.7,4.3,153,12.6,82.5,88.7,13,26,53,25.72,0,10,8,19,8.10.10
2411,159,11:00 AM,11,81.1,4.4,187,13.6,83.3,88.4,10,20,52,25.72,0,10,8,19,8.10.11
2412,169,12:00 PM,12,85.2,5,200,17.3,84.4,88.4,8,18,52,25.72,0,10,8,19,8.10.12
2413,179,1:00 PM,13,83.8,5.6,215,17.4,84.5,88.8,8,17,52,25.71,0,10,8,19,8.10.13
2414,189,2:00 PM,14,78.2,6.7,224,19.1,85.6,89.6,8,18,52,25.7,0,10,8,19,8.10.14
2415,199,3:00 PM,15,67.2,6.2,220,17.7,86.3,90.7,8,19,53,25.68,0,10,8,19,8.10.15
2416,209,4:00 PM,16,51.8,5.1,185,18.8,86.4,91.9,9,21,53,25.67,0,10,8,19,8.10.16
2417,219,5:00 PM,17,34.1,4.6,194,15,86.6,93.1,9,21,53,25.66,0,10,8,19,8.10.17
2418,229,6:00 PM,18,11.7,4,188,11.1,84.9,94.2,9,20,53,25.66,0,10,8,19,8.10.18
2419,239,7:00 PM,19,0.6,2.3,261,11,81,95.1,10,18,51,25.66,0,10,8,19,8.10.19
2420,249,8:00 PM,20,0,3.4,275,9.6,76.9,95.6,10,17,49,25.67,0,10,8,19,8.10.20
2421,259,9:00 PM,21,0,4,271,17,77.8,95.8,11,19,50,25.69,0,10,8,19,8.10.21
2422,269,10:00 PM,22,0,15.2,310,24.4,74.8,95.6,23,35,53,25.69,0,10,8,19,8.10.22
2423,279,11:00 PM,23,0,14.2,311,22.9,72.5,95.2,29,39,53,25.69,0,10,8,19,8.10.23
2424,289,12:00 AM,0,0,9.8,312,19.2,72.8,94.7,27,37,53,25.69,0,10,8,19,8.10.0
2425,510,1:00 AM,1,0,7.5,263,16.2,71.9,94.1,28,37,52,25.69,0,11,8,19,8.11.1
2426,610,2:00 AM,2,0,6,269,12.1,71.2,93.5,25,33,51,25.69,0,11,8,19,8.11.2
2427,710,3:00 AM,3,0,7.4,276,12.7,69.4,92.8,30,37,51,25.69,0,11,8,19,8.11.3
2428,810,4:00 AM,4,0,5.7,271,8.5,69.3,92.1,27,34,50,25.7,0,11,8,19,8.11.4
2429,910,5:00 AM,5,0,3.4,270,8,69.3,91.5,23,30,49,25.71,0,11,8,19,8.11.5
